imdb_score,genres,movie_title,content_rating,title_year,duration
5.9,Action|Adventure|Horror|Sci-Fi,Resident Evil: Afterlife,R,2010,97
5.9,Action|Adventure|Drama|History|War,Red Tails,PG-13,2012,125
7,Comedy|Romance,Sex and the City            ,TV-MA,,30
7.5,Drama|Mystery|Thriller,The Devil's Advocate,R,1997,136
5.6,Comedy,That's My Boy,R,2012,116
6.4,Action|Adventure|Fantasy,DragonHeart,PG-13,1996,103
6.3,Action|Comedy|Crime|Drama,After the Sunset,PG-13,2004,97
4.3,Action|Fantasy|Thriller,Ghost Rider: Spirit of Vengeance,PG-13,2011,96
5.9,Drama|Music|Romance|War,Captain Corelli's Mandolin,R,2001,131
6.7,Comedy|Romance,Anger Management            ,,,22
5.5,Action|Comedy|Drama|Family|Thriller,The Pacifier,PG,2005,95
6.2,Action|Crime,Walking Tall,PG-13,2004,86
8.8,Comedy|Drama,Forrest Gump,PG-13,1994,142
5.2,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks,PG,2007,92
7,Comedy,Meet the Parents,PG-13,2000,108
6.6,Adventure|Animation|Drama|Family|History|Musical|Romance,Pocahontas,G,1995,84
7.3,Action|Adventure|Drama|Romance|Sci-Fi,Superman,PG,1978,188
5.6,Comedy|Romance|Sci-Fi,The Nutty Professor,PG-13,1996,95
6.6,Comedy|Romance,Hitch,PG-13,2005,118
5.4,Action|Adventure|Comedy|Family|Romance,George of the Jungle,PG,1997,92
6.3,Comedy|Romance,American Wedding,R,2003,74
7.9,Biography|Drama|Thriller,Captain Phillips,PG-13,2013,134
6.3,Comedy|Crime|Romance|Thriller,Date Night,PG-13,2010,101
6,Comedy|Family|Fantasy,Casper,PG,1995,100
7.2,Action|Crime|Thriller,The Equalizer,R,2014,132
5.1,Comedy|Drama|Romance,Maid in Manhattan,PG-13,2002,105
7.3,Action|Drama|Thriller|War,Crimson Tide,R,1995,123
8,Biography|Drama,The Pursuit of Happyness,PG-13,2006,117
6.2,Drama|Mystery|Thriller,Flightplan,PG-13,2005,98
6,Drama|Thriller,Disclosure,R,1994,128
6.7,Drama|Fantasy|Romance,City of Angels,PG-13,1998,114
8.1,Action,Kill Bill: Vol. 1,R,2003,111
6.4,Comedy,Bowfinger,PG-13,1999,85
8.4,Action|Adventure|Drama|Sci-Fi,Stargate SG-1            ,TV-14,,44
8,Action|Crime|Drama|Thriller,Kill Bill: Vol. 2,R,2004,137
6.3,Action|Comedy|Crime|Thriller,Tango & Cash,R,1989,97
6.4,Comedy|Fantasy|Horror,Death Becomes Her,PG-13,1992,104
6.6,Action|Adventure|Comedy|Western,Shanghai Noon,PG-13,2000,110
6.4,Action|Adventure|Thriller,Executive Decision,R,1996,133
6,Comedy|Family|Fantasy,Mr. Popper's Penguins,PG,2011,94
6.6,Action|Adventure|Fantasy,The Forbidden Kingdom,PG-13,2008,104
5.9,Adventure|Animation|Comedy|Family,Free Birds,PG,2013,91
6.4,Action|Horror|Sci-Fi,Alien 3,R,1992,145
6.3,Biography|Drama|History|Musical,Evita,PG,1996,135
7.3,Action|Adventure|Crime|Thriller,Ronin,R,1998,122
6.8,Adventure|Drama|Horror|Thriller,The Ghost and the Darkness,R,1996,110
7.2,Animation|Comedy|Family|Fantasy,Paddington,PG,2014,95
5.7,Action|Comedy|Sci-Fi,The Watch,R,2012,102
6,Action|Crime|Drama|Thriller,The Hunted,R,2003,94
6.5,Drama|Thriller,Instinct,R,1999,126
5.8,Comedy,Stuck on You,PG-13,2003,118
5.8,Comedy|Sport,Semi-Pro,R,2008,99
6.7,Adventure|Animation|Comedy|Family,The Pirates! Band of Misfits,PG,2012,88
7.8,Crime|Drama|Mystery|Thriller,Changeling,R,2008,141
5.6,Action|Drama|Sci-Fi|Thriller,Chain Reaction,PG-13,1996,107
5.8,Action|Drama|Sport|Thriller,The Fan,R,1996,116
7.4,Drama|Musical|Romance|Thriller,The Phantom of the Opera,PG-13,2004,143
6.9,Biography|Drama|History|War,Elizabeth: The Golden Age,PG-13,2007,114
5.5,Action|Sci-Fi,Æon Flux,PG-13,2005,93
6.3,Drama|History|War,Gods and Generals,PG-13,2003,280
4.7,Action|Thriller,Turbulence,R,1997,100
5.6,Comedy|Drama|Family|Fantasy,Imagine That,PG,2009,107
6.4,Adventure|Comedy|Crime|Family|Musical,Muppets Most Wanted,PG,2014,119
4.2,Action|Adventure|Comedy|Family|Sci-Fi,Thunderbirds,PG,2004,95
6.4,Drama|Music|Musical|Romance,Burlesque,PG-13,2010,119
7.7,Drama|Mystery|Romance|War,A Very Long Engagement,R,2004,133
7.7,Crime|Drama|Romance,Lolita,Not Rated,1962,152
5.3,Crime|Horror|Mystery|Thriller,Eye See You,R,2002,96
6.7,Action|Horror|Sci-Fi|Thriller,Blade II,R,2002,117
7.7,Drama|Romance,Seven Pounds,PG-13,2008,123
5.7,Action|Thriller,Bullet to the Head,R,2012,92
7.6,Crime|Drama,The Godfather: Part III,R,1990,170
6.4,Comedy|Drama|Romance,Elizabethtown,PG-13,2005,123
5.6,Comedy|Romance,"You, Me and Dupree",PG-13,2006,110
6.8,Action|Adventure|Romance|Sci-Fi,Superman II,PG,1980,116
2.4,Comedy|Crime|Romance,Gigli,R,2003,121
6.2,Drama|Thriller,All the King's Men,PG-13,2006,128
5.9,Action|Crime|Thriller,Shaft,R,2000,99
7.1,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Anastasia,G,1997,94
7.6,Drama|Musical|Romance,Moulin Rouge!,PG-13,2001,127
5.5,Crime|Mystery|Thriller,Domestic Disturbance,PG-13,2001,89
7,Biography|Crime|Drama,Black Mass,R,2015,123
7.1,Drama|History|War,Flags of Our Fathers,R,2006,135
7.4,Crime|Drama|Thriller,Law Abiding Citizen,R,2009,118
7.6,Action|Horror|Thriller,Grindhouse,R,2007,189
5.9,Drama|History|Horror,Beloved,R,1998,172
5.9,Drama|Romance|Sport,Lucky You,PG-13,2007,124
8,Biography|Crime|Drama,Catch Me If You Can,PG-13,2002,141
7.4,Drama|History|Thriller,Zero Dark Thirty,R,2012,157
5.8,Comedy|Drama|Romance,The Break-Up,PG-13,2006,106
6.3,Comedy|Family|Musical|Romance,Mamma Mia!,PG-13,2008,108
5.7,Comedy|Romance,Valentine's Day,PG-13,2010,125
5.1,Action|Adventure|Comedy,The Dukes of Hazzard,PG-13,2005,107
7.6,Drama|War,The Thin Red Line,R,1998,215
6.4,Comedy|Fantasy,The Change-Up,R,2011,118
7.4,Biography|Comedy|Drama,Man on the Moon,R,1999,118
8.2,Biography|Crime|Drama,Casino,R,1995,178
6.5,Action|Thriller,From Paris with Love,R,2010,92
5.5,Action|Comedy|Fantasy,Bulletproof Monk,PG-13,2003,104
6.5,Comedy,"Me, Myself & Irene",R,2000,116
5.6,Animation|Comedy|Family,Barnyard,PG,2006,90
4.9,Comedy|Family,Deck the Halls,PG,2006,93
4.6,Adventure|Drama|Fantasy|Romance,The Twilight Saga: New Moon,PG-13,2009,130
7.9,Adventure|Animation|Comedy|Family|Fantasy,Shrek,PG,2001,90
7.1,Romance|Sci-Fi|Thriller,The Adjustment Bureau,PG-13,2011,106
6.9,Action|Adventure|Drama|Romance,Robin Hood: Prince of Thieves,PG-13,1991,155
7.3,Comedy|Drama|Romance|Sport,Jerry Maguire,R,1996,139
7,Comedy|Fantasy,Ted,R,2012,112
7.7,Comedy|Drama|Romance,As Good as It Gets,PG-13,1997,139
6.7,Biography|Comedy|Drama|Romance,Patch Adams,PG-13,1998,115
6.3,Comedy,Anchorman 2: The Legend Continues,PG-13,2013,143
5.8,Comedy|Romance,Mr. Deeds,PG-13,2002,96
7.1,Mystery|Sci-Fi|Thriller,Super 8,PG-13,2011,112
7.3,Biography|Drama,Erin Brockovich,R,2000,131
6.4,Comedy|Romance,How to Lose a Guy in 10 Days,PG-13,2003,116
7.1,Action|Comedy|Crime,22 Jump Street,R,2014,112
7.6,Drama|Fantasy|Horror,Interview with the Vampire: The Vampire Chronicles,R,1994,123
6.8,Comedy|Romance,Yes Man,PG-13,2008,104
6.6,Action|Comedy|Crime,Central Intelligence,PG-13,2016,107
6.7,Comedy|Drama,Stepmom,PG-13,1998,124
6.1,Comedy|Family,Daddy's Home,PG-13,2015,96
6,Adventure|Comedy|Drama|Fantasy|Musical,Into the Woods,PG,2014,125
7.6,Crime|Drama|Mystery|Thriller,Inside Man,R,2006,129
7.1,Action|Crime|Drama|Thriller,Payback,R,1999,90
5,Action|Adventure|Mystery|Sci-Fi,Congo,PG-13,1995,109
7.1,Comedy|Drama|Family,We Bought a Zoo,PG,2011,124
6.2,Drama|Mystery|Sci-Fi|Thriller,Knowing,PG-13,2009,121
5.6,Comedy|Romance,Failure to Launch,PG-13,2006,95
5.4,Horror|Mystery,The Ring Two,PG-13,2005,128
7.4,Comedy|Drama|Romance,"Crazy, Stupid, Love.",PG-13,2011,118
5,Animation|Comedy|Family|Fantasy,Garfield,PG,2004,80
5.2,Comedy|Family,Christmas with the Kranks,PG,2004,99
7.6,Biography|Drama|Sport,Moneyball,PG-13,2011,133
6.6,Action|Drama|Thriller,Outbreak,R,1995,127
7,Action|Mystery|Thriller,Non-Stop,PG-13,2014,106
5.7,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Race to Witch Mountain,PG,2009,98
8.2,Action|Drama|Thriller,V for Vendetta,R,2005,132
6.2,Action|Adventure|Comedy,Shanghai Knights,PG-13,2003,114
7.9,Crime|Drama,Unforgotten            ,,,45
6.6,Adventure|Animation|Comedy|Family,Curious George,G,2006,78
4.7,Adventure|Comedy|Family|Fantasy|Romance|Sport,Herbie Fully Loaded,G,2005,101
6.3,Crime|Drama|Mystery|Thriller,Don't Say a Word,R,2001,113
6.1,Action|Fantasy|Horror,Hansel & Gretel: Witch Hunters,R,2013,98
6.7,Drama|Thriller,Unfaithful,R,2002,124
6.1,Action|Adventure|Sci-Fi|Thriller,I Am Number Four,PG-13,2011,109
7,Drama|Thriller,Syriana,R,2005,128
7.4,Action|Drama|Thriller|War,13 Hours,R,2016,144
7.3,Adventure|Animation|Comedy|Family|Fantasy|Romance,The Book of Life,PG,2014,95
5.8,Crime|Thriller,Firewall,PG-13,2006,105
6.7,Action|Crime|Drama|Thriller,Absolute Power,R,1997,121
5.8,Action|Drama|War,G.I. Jane,R,1997,125
7.8,Drama|Mystery|Thriller,The Game,R,1997,129
6.6,Adventure|Horror|Mystery,Silent Hill,R,2006,132
6.5,Comedy|Sport,The Replacements,PG-13,2000,118
6.7,Comedy,American Reunion,R,2012,113
7.3,Action|Crime|Drama|Mystery|Thriller,The Negotiator,R,1998,140
5.8,Action|Thriller,Into the Storm,PG-13,2014,89
5.5,Action|Comedy|Crime|Thriller,Beverly Hills Cop III,R,1994,104
6.3,Comedy|Fantasy|Horror,Gremlins 2: The New Batch,PG-13,1990,106
7.4,Crime|Drama,The Judge,R,2014,141
5.9,Action|Thriller,The Peacemaker,R,1997,124
6.2,Action|Horror|Sci-Fi|Thriller,Resident Evil: Apocalypse,R,2004,98
5.9,Comedy|Drama|Romance,Bridget Jones: The Edge of Reason,R,2004,108
6.5,Crime|Drama|Romance|Thriller,Out of Time,R,2003,114
4.4,Action|Adventure|Thriller,On Deadly Ground,R,1994,101
3.5,Action|Adventure|Family|Fantasy,The Adventures of Sharkboy and Lavagirl 3-D,PG,2005,93
6.6,Adventure|Drama|Thriller,The Beach,R,2000,119
6,Comedy|Drama|Romance,Raising Helen,PG-13,2004,119
6.4,Action|Crime|Thriller,Ninja Assassin,R,2009,99
6.5,Drama|Romance|Sport,For Love of the Game,PG-13,1999,137
7.8,Crime|Drama|Mystery,A Touch of Frost            ,,,105
4.3,Comedy|Crime|Drama|Thriller,Striptease,R,1996,117
4.2,Comedy|Family,Marmaduke,PG,2010,87
6.5,Drama|Fantasy,Hereafter,PG-13,2010,129
6.1,Crime|Mystery|Thriller,Murder by Numbers,R,2002,115
6.3,Action|Crime|Thriller,Assassins,R,1995,132
6.2,Crime|Drama|Thriller,Hannibal Rising,R,2007,131
5.9,Comedy|Drama|Romance,The Story of Us,R,1999,95
5.9,Action|Adventure|Romance|Sci-Fi|Thriller,The Host,PG-13,2013,125
6.5,Action|Crime|Drama|Mystery|Thriller,Basic,R,2003,98
6.4,Action|Crime|Drama|Mystery|Thriller,Blood Work,R,2002,110
6.5,Action|Crime|Drama|Mystery|Thriller,The International,R,2009,118
5.7,Action|Adventure|Sci-Fi|Thriller,Escape from L.A.,R,1996,101
7.5,Drama|Mystery|Thriller,Twisted            ,,,60
8,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,The Iron Giant,PG,1999,90
7.3,Adventure|Comedy|Drama,The Life Aquatic with Steve Zissou,R,2004,119
6.7,Action|Biography|Drama|History|War,Free State of Jones,R,2016,139
7.5,Crime|Drama|Thriller,The Life of David Gale,R,2003,130
5.4,Action|Comedy,Man of the House,PG-13,2005,100
6.6,Action|Crime|Drama|Thriller,Run All Night,R,2015,114
7.7,Crime|Mystery|Thriller,Eastern Promises,R,2007,96
5.8,Action|Adventure|Crime|Thriller,Into the Blue,PG-13,2005,110
6.4,Adventure|Biography|Drama|History|War,The Messenger: The Story of Joan of Arc,R,1999,158
5.6,Adventure|Comedy|Fantasy,Your Highness,R,2011,102
6,Drama|Mystery|Thriller,Dream House,PG-13,2011,84
6.2,Crime|Drama|Thriller,Mad City,PG-13,1997,115
5.9,Adventure|Comedy|Crime|Drama|Family,Baby's Day Out,PG,1994,99
5.1,Drama|Romance,The Scarlet Letter,R,1995,135
6.8,Biography|Drama|Thriller,Fair Game,PG-13,2010,108
7,Action|Drama|Sci-Fi,Defiance            ,TV-MA,,43
6,Action|Biography|Crime|Drama|Thriller,Domino,R,2005,127
5.1,Crime|Drama|Thriller,Jade,R,1995,107
5.8,Action|Sci-Fi|Thriller,Gamer,R,2009,95
6.2,Drama|Fantasy|Romance,Beautiful Creatures,PG-13,2013,124
6.4,Comedy|Crime|Drama|Thriller,Death to Smoochy,R,2002,109
4.8,Comedy,Zoolander 2,PG-13,2016,102
4.9,Comedy|Crime,The Big Bounce,PG-13,2004,88
5.6,Comedy|Sci-Fi,What Planet Are You From?,R,2000,87
5.5,Action|Fantasy|Thriller,Drive Angry,R,2011,104
3.7,Action|Crime|Drama|Mystery|Thriller,Street Fighter: The Legend of Chun-Li,PG-13,2009,96
5.9,Action|Sci-Fi|Thriller,The One,PG-13,2001,85
8.5,Drama|Romance|Sci-Fi,Outlander            ,TV-MA,,64
6.3,Action|Adventure|Comedy|Crime|Music|Mystery,The Adventures of Ford Fairlane,R,1990,104
7.4,Comedy|Drama|Music,Pirate Radio,R,2009,135
7.6,Crime|Drama|Thriller,Traffic,R,2000,190
8.3,Action|Adventure|Fantasy,Indiana Jones and the Last Crusade,PG-13,1989,127
6.6,Drama|Romance,Anna Karenina,R,2012,129
6.9,Action|Crime|Drama|Sci-Fi|Thriller,Chappie,R,2015,120
6.7,Crime|Drama|Mystery|Thriller,The Bone Collector,R,1999,118
6.8,Crime|Drama|Thriller,Panic Room,R,2002,112
4.6,Horror|Thriller,The Tooth Fairy,,2006,89
7.1,Action|Adventure|Comedy|Drama|War,Three Kings,R,1999,114
6.4,Crime|Drama|Thriller,Child 44,R,2015,137
6.4,Adventure|Comedy,Rat Race,PG-13,2001,112
7.4,Drama|Mystery|Sci-Fi,K-PAX,PG-13,2001,120
6.4,Comedy|Fantasy|Romance,Kate & Leopold,PG-13,2001,123
6,Comedy|Fantasy|Romance,Bedazzled,PG-13,2000,93
6.5,Crime|Drama|Music,The Cotton Club,R,1984,123
7.8,Adventure|Crime|Drama|Western,3:10 to Yuma,R,2007,122
6,Action|Thriller,Taken 3,PG-13,2014,115
7,Crime|Drama|Romance|Thriller,Out of Sight,R,1998,123
6,Comedy|Drama|Thriller,The Cable Guy,PG-13,1996,96
7.8,Drama|Romance|War,Earth,Unrated,1998,110
6.1,Action|Comedy|Crime|Music|Romance|Thriller,Dick Tracy,PG,1990,105
6.8,Crime|Romance|Thriller,The Thomas Crown Affair,R,1999,113
6.4,Biography|Comedy|Drama,Riding in Cars with Boys,PG-13,2001,132
7.7,Action|Adventure|Drama,First Blood,R,1982,93
8.1,Drama|Mystery|Sci-Fi,Solaris,PG,1972,115
4.5,Adventure|Animation|Comedy|Family|Fantasy,Happily N'Ever After,PG,2006,75
5.8,Drama|Horror|Romance|Thriller,Mary Reilly,R,1996,108
6.3,Comedy|Romance,My Best Friend's Wedding,PG-13,1997,105
5.7,Comedy|Romance,America's Sweethearts,PG-13,2001,102
7.2,Drama|Mystery|Thriller,Insomnia,R,2002,118
7.6,Action|Adventure|Drama|Sci-Fi|Thriller,Star Trek: First Contact,PG-13,1996,111
4.7,Action|Drama|Fantasy|Thriller|Western,Jonah Hex,PG-13,2010,81
6.6,Action|Drama|Mystery|Thriller|War,Courage Under Fire,R,1996,116
6.8,Comedy|Fantasy|Romance,Liar Liar,PG-13,1997,86
7.3,Biography|Crime|Drama|Thriller,The Infiltrator,R,2016,127
2.7,Drama|History|War,Inchon,PG,1981,140
4.8,Comedy|Family|Fantasy,The Flintstones,PG,1994,91
6.3,Action|Crime|Thriller,Taken 2,PG-13,2012,98
5.5,Comedy,Scary Movie 3,PG-13,2003,84
6.2,Action|Comedy|Crime|Romance,Miss Congeniality,PG-13,2000,109
5.8,Action|Adventure|Family|Fantasy|Sci-Fi,Journey to the Center of the Earth,PG,2008,93
5.7,Comedy|Family|Romance,The Princess Diaries 2: Royal Engagement,G,2004,113
6.5,Crime|Drama|Mystery|Thriller,The Pelican Brief,PG-13,1993,141
6.7,Crime|Drama|Mystery|Thriller,The Client,PG-13,1994,119
7.4,Adventure|Comedy|Drama,The Bucket List,PG-13,2007,97
6.9,Action|Thriller,Patriot Games,R,1992,117
5.5,Comedy|Romance,Monster-in-Law,PG-13,2005,101
8.1,Crime|Drama|Mystery|Thriller,Prisoners,R,2013,153
7.7,Crime|Drama|Thriller,Training Day,R,2001,122
7.3,Adventure|Comedy|Sci-Fi,Galaxy Quest,PG,1999,102
5.2,Comedy,Scary Movie 2,R,2001,83
7.1,Adventure|Comedy|Family|Musical,The Muppets,PG,2011,103
7.1,Action|Horror,Blade,R,1998,110
7.2,Drama|Sport,Coach Carter,PG-13,2005,136
6.5,Drama|Thriller,Changing Lanes,R,2002,91
4.6,Action|Adventure|Horror|Thriller,Anaconda,PG-13,1997,89
5.6,Comedy|Drama|Music|Romance,Coyote Ugly,PG-13,2000,107
7.7,Comedy|Drama|Romance,Love Actually,R,2003,129
7.2,Adventure|Animation|Comedy|Family|Fantasy,A Bug's Life,G,1998,95
6.8,Horror|Mystery|Thriller,From Hell,R,2001,122
5.4,Action|Crime|Drama|Romance|Thriller,The Specialist,R,1994,110
6.3,Comedy|Drama|Romance|Sport,Tin Cup,R,1996,135
7.2,Comedy|Family,"Yours, Mine and Ours",Unrated,1968,111
5.6,Comedy|Family|Romance|Sport,Kicking & Screaming,PG,2005,95
6.8,Adventure|Comedy|Sci-Fi,The Hitchhiker's Guide to the Galaxy,PG,2005,109
4.3,Comedy|Family|Fantasy|Romance,Fat Albert,PG,2004,93
6.3,Action|Horror|Sci-Fi|Thriller,Resident Evil: Extinction,R,2007,94
6.5,Comedy|Romance,Blended,PG-13,2014,117
6.4,Adventure|Comedy|Drama,Last Holiday,PG-13,2006,112
6.3,Action|Adventure|Crime|Thriller,The River Wild,PG-13,1994,111
5.9,Drama|Family|Fantasy,The Indian in the Cupboard,PG,1995,96
6.5,Crime|Drama|Thriller,Savages,R,2012,141
6.5,Action|Crime|Thriller,Cellular,PG-13,2004,94
6.1,Action|Adventure|Comedy,Johnny English,PG,2003,87
5.9,Adventure|Animation|Comedy|Family|Fantasy,The Ant Bully,PG,2006,88
6.6,Action|Adventure|Sci-Fi,Dune,PG-13,1984,177
7.4,Drama|Fantasy|Musical|Romance,Across the Universe,PG-13,2007,133
7.3,Drama|Romance,Revolutionary Road,R,2008,119
6.6,Action|Crime|Drama|Thriller,16 Blocks,PG-13,2006,102
5.6,Action|Adventure|Sci-Fi|Thriller,Babylon A.D.,PG-13,2008,101
5.3,Action|Comedy|Crime|Drama|Thriller,The Glimmer Man,R,1996,91
6,Comedy|Romance|Sci-Fi,Multiplicity,PG-13,1996,117
5.4,Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic,PG,2009,86
6.8,Crime|Drama|Mystery|Thriller,The Pledge,R,2001,124
6.4,Comedy|Musical,The Producers,PG-13,2005,134
7.1,Action|Sci-Fi,Dredd,R,2012,95
4.9,Action|Adventure|Comedy|Fantasy,The Phantom,PG,1996,100
5.8,Drama|Romance|Western,All the Pretty Horses,PG-13,2000,220
7.1,Biography|Drama|History,Nixon,R,1995,212
7.2,Mystery|Thriller,The Ghost Writer,PG-13,2010,128
6,Action|Adventure|Horror|Sci-Fi,Deep Rising,R,1998,106
6,Action|Crime|Drama|Thriller|War,Miracle at St. Anna,R,2008,160
7,Drama|Romance,Curse of the Golden Flower,R,2006,114
5.4,Action|Crime|Thriller,Bangkok Dangerous,R,2008,99
6.5,Comedy|Crime|Thriller,Big Trouble,PG-13,2002,74
6.4,Drama|Romance,Love in the Time of Cholera,R,2007,139
8.3,Drama|Fantasy|Horror|Mystery,The Returned            ,TV-MA,,52
4.9,Action|Thriller,Shadow Conspiracy,R,1997,103
6.3,Action|Adventure|Comedy|Crime,Johnny English Reborn,PG,2011,101
1.7,Action|Animation|Comedy|Family|Fantasy,Foodfight!,PG,2012,91
7.7,Biography|Drama|History|Thriller,Argo,R,2012,130
7.8,Action|Adventure|Crime|Drama|Mystery|Thriller,The Fugitive,PG-13,1993,130
5.5,Action|Comedy|Romance,The Bounty Hunter,PG-13,2010,110
7.5,Crime|Drama|Thriller,Sleepers,R,1996,147
6.4,Action|Adventure|Thriller|War,Rambo: First Blood Part II,R,1985,96
5.6,Drama|Thriller,The Juror,R,1996,118
7.5,Animation|Family|Fantasy|Musical,Pinocchio,Approved,1940,88
6.8,Adventure|Drama|Western,Heaven's Gate,R,1980,325
6.8,Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Evolution,R,2006,102
6,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein,PG-13,2015,110
7.3,Drama,Finding Forrester,PG-13,2000,136
6,Comedy|Drama,28 Days,PG-13,2000,103
7,Action|Crime|Drama|Thriller,Unleashed,R,2005,103
5.1,Comedy|Romance,The Sweetest Thing,R,2002,90
6.8,Drama|Mystery|Thriller,The Firm,R,1993,154
6.5,Drama|Fantasy|Romance,Charlie St. Cloud,PG-13,2010,99
6.6,Action|Crime|Thriller,The Mechanic,R,2011,93
7.2,Action|Comedy|Crime,21 Jump Street,R,2012,109
7,Comedy|Drama|Romance,Notting Hill,PG-13,1999,124
7,Adventure|Animation|Comedy|Drama|Family,Chicken Run,G,2000,84
5.9,Comedy|Romance,Along Came Polly,PG-13,2004,90
5.4,Comedy|Drama|Romance,Boomerang,R,1992,117
6.6,Action|Comedy|Crime,The Heat,R,2013,123
7,Biography|Drama|History|Romance,Cleopatra,Approved,1963,251
6.5,Action|Comedy|Sport,Here Comes the Boom,PG,2012,105
6.3,Crime|Drama|Mystery|Thriller,High Crimes,PG-13,2002,115
6.5,Comedy|Drama|Romance,The Mirror Has Two Faces,PG-13,1996,122
6.5,Drama|Horror|Mystery|Thriller,The Mothman Prophecies,PG-13,2002,119
5.8,Comedy,Brüno,R,2009,81
6.6,Action|Adventure|Thriller,Licence to Kill,PG-13,1989,133
5.4,Fantasy|Horror|Mystery|Thriller,Red Riding Hood,PG-13,2011,100
6.1,Action|Crime|Drama|Thriller,15 Minutes,R,2001,120
4,Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros.,PG,1993,104
7.6,Crime|Drama|Thriller,Lord of War,R,2005,122
7.9,Action|Adventure|History,Hero,PG-13,2002,80
5.3,Action|Comedy|Crime|Romance|Thriller,One for the Money,PG-13,2012,91
6.6,Comedy,The Interview,R,2014,112
6.3,Action|Fantasy|Western,The Warrior's Way,R,2010,100
7.5,Comedy|War,McHale's Navy            ,TV-G,,30
7.2,Action|Comedy|Crime,Micmacs,R,2009,105
7,Drama|Music,8 Mile,R,2002,110
4.9,Adventure|Animation|Comedy|Family,Animal Kingdom: Let's go Ape,,2015,101
6.9,Action|Adventure|Romance,A Knight's Tale,PG-13,2001,144
5.2,Action|Comedy|Fantasy,The Medallion,PG-13,2003,108
8.1,Drama|Mystery|Thriller,The Sixth Sense,PG-13,1999,107
6.6,Action|Crime|Thriller,Man on a Ledge,PG-13,2012,102
6.2,Comedy,The Big Year,PG,2011,100
7.2,Action|Drama|Family|Sport,The Karate Kid,PG,1984,126
7.3,Crime|Drama,American Hustle,R,2013,138
6.7,Comedy|Drama|Romance,The Proposal,PG-13,2009,108
6.4,Crime|Mystery|Thriller,Double Jeopardy,R,1999,105
7.8,Adventure|Comedy|Sci-Fi,Back to the Future Part II,PG,1989,108
6.4,Action|Sci-Fi|Thriller,Lucy,R,2014,89
4.1,Drama|Romance,Fifty Shades of Grey,R,2015,129
4.1,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids 3-D: Game Over,PG,2003,84
7.4,Crime|Drama|Thriller,A Time to Kill,R,1996,149
5.8,Comedy|Family,Cheaper by the Dozen,PG,2003,94
7.6,Action|Biography|Drama|Thriller|War,Lone Survivor,R,2013,121
7.2,Comedy|Drama|Sport,A League of Their Own,PG,1992,128
7.8,Horror|Mystery|Thriller,The Conjuring 2,R,2016,134
7.7,Biography|Drama,The Social Network,PG-13,2010,120
6.4,Comedy|Drama|Romance,He's Just Not That Into You,PG-13,2009,129
5.1,Comedy,Scary Movie 4,PG-13,2006,89
5.5,Horror|Mystery,Scream 3,R,2000,116
7.4,Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III,PG,1990,118
6,Comedy|Crime,Get Hard,R,2015,107
7.5,Fantasy|Horror|Romance,Bram Stoker's Dracula,R,1992,155
7,Biography|Drama|Romance,Julie & Julia,PG-13,2009,123
7.5,Biography|Drama|Sport,42,PG-13,2013,128
7.3,Crime|Drama|Thriller,The Talented Mr. Ripley,R,1999,139
5.7,Comedy,Dumb and Dumber To,PG-13,2014,109
7.3,Adventure|Drama|Family,Eight Below,PG,2006,120
7.2,Comedy|Drama,The Intern,PG-13,2015,121
5.9,Action|Comedy,Ride Along 2,PG-13,2016,102
7.8,Action|Adventure|Drama|Romance|War,The Last of the Mohicans,R,1992,117
7.7,Biography|Drama|Music,Ray,PG-13,2004,178
8.1,Crime|Thriller,Sin City,R,2005,147
6.6,Crime|Drama|Mystery|Thriller,Vantage Point,PG-13,2008,90
7.1,Comedy|Romance,"I Love You, Man",R,2009,105
5.9,Comedy|Drama|Fantasy|Romance,Shallow Hal,PG-13,2001,114
8,Drama|History|Thriller,JFK,R,1991,206
4.6,Comedy|Crime,Big Momma's House 2,PG-13,2006,99
6.1,Adventure|Comedy|Crime|Romance,The Mexican,R,2001,123
7.2,Biography|Drama|Sport|War,Unbroken,PG-13,2014,137
6.4,Comedy|Drama|Family|Fantasy|Romance,17 Again,PG-13,2009,102
6,Comedy|Romance,The Other Woman,PG-13,2014,109
5.2,Horror,The Final Destination,R,2009,82
7.6,Drama|History|Thriller,Bridge of Spies,PG-13,2015,142
6.4,Action|Drama|Thriller|War,Behind Enemy Lines,PG-13,2001,106
6.4,Comedy|Music,Get Him to the Greek,R,2010,114
6.1,Comedy|Drama|Romance,Shall We Dance,PG-13,2004,106
6.1,Action|Adventure|Comedy|Family|Sci-Fi,Small Soldiers,PG-13,1998,108
5.2,Action|Horror,Spawn,R,1997,98
7.7,Action|Adventure|Drama|Romance|Thriller,The Count of Monte Cristo,PG-13,2002,131
